Област,Община,Населено място,Училище,Код по Админ,БЕЛ(ООП),,Мат(ПП),,Ист(ПП),,ФА(ПП),,ГИ(ПП),,ХООС(ПП),,Фил(ПП),,БЗО(ПП),,Инф(ПП),,ИТ(ПП),,МУЗ(ПП),,ИИ(ПП),,Пр(ПП),,АЕ(ПП),,,,,,РЕ(ПП),,,,,,НЕ(ПП),,,,,,ИсЕ(ПП),,,,,,ФЕ(ПП),,,,,,ИтЕ(ПП),,,,,,ДИППК-п.р,,ДИППК-тест,,ДИППК-Д.Пр,,ДИППК-пр.,
,,,,,З,,З,,З,,З,,З,,З,,З,,З,,З,,З,,З,,З,,З,,B1-З,,B1.1-З,,B2-З,,B1-З,,B1.1-З,,B2-З,,B1-З,,B1.1-З,,B2-З,,B1-З,,B1.1-З,,B2-З,,B1-З,,B1.1-З,,B2-З,,B1-З,,B1.1-З,,B2-З,,З,,З,,З,,З,
,,,,,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.
КЮСТЕНДИЛ,ДУПНИЦА,ГР.ДУПНИЦА,Професионална гимназия по облекло и стопанско управление,1000049,41,03.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,4.82,,
КЮСТЕНДИЛ,ДУПНИЦА,ГР.ДУПНИЦА,Професионална гимназия по транспорт,1000051,8,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3.82,,,,,,
КЮСТЕНДИЛ,ДУПНИЦА,ГР.ДУПНИЦА,"Профилирана гимназия ""Христо Ботев""",1000052,135,4.33,15,4.6,8,3.8,,,2,2.73,,,42,3.69,16,3.9,,,,,,,,,1,3.43,,,,,50,4.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
КЮСТЕНДИЛ,ДУПНИЦА,ГР.ДУПНИЦА,"Професионална гимназия ""Акад. Сергей П. Корольов""",1002136,56,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2.64,,,37,4.64,,
КЮСТЕНДИЛ,ДУПНИЦА,ГР.ДУПНИЦА,Професионална гимназия по хранително - вкусови и химични технологии,1002137,46,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,3.74,,,20,5.31,,
КЮСТЕНДИЛ,КОЧЕРИНОВО,ГР.КОЧЕРИНОВО,"Средно училище ""Христо Ботев""",1000025,17,3.39,,,,,,,17,3.2,,,,,,,,,,,,,,,1,03.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
КЮСТЕНДИЛ,КЮСТЕНДИЛ,ГР.КЮСТЕНДИЛ,"Професионална гимназия по селско стопанство""Св.Климент Охридски""",1000002,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
КЮСТЕНДИЛ,КЮСТЕНДИЛ,ГР.КЮСТЕНДИЛ,"Езикова гимназия ""Д-р Петър Берон""",1000540,83,4.42,2,2,3,4.45,,,7,4.35,,,2,4.44,1,3.92,,,,,,,,,,,,,,,67,4.31,,,,,,,,,,,,,,,1,05.08,,,,,,,,,,,,,,,,,,,,,,
КЮСТЕНДИЛ,КЮСТЕНДИЛ,ГР.КЮСТЕНДИЛ,"Природоматематическа гимназия ""Проф. Емануил Иванов""",1000550,75,4.71,24,3.9,,,,,,,,,9,4.1,,,4,5.81,14,3.79,,,,,,,,,,,24,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
КЮСТЕНДИЛ,КЮСТЕНДИЛ,ГР.КЮСТЕНДИЛ,"Професионална техническа гимназия ""Джон Атанасов""",1001360,11,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5.42,,
КЮСТЕНДИЛ,КЮСТЕНДИЛ,ГР.КЮСТЕНДИЛ,"Професионална гимназия по икономика и мениджмънт ""Йордан Захариев""",1001380,100,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,98,4.28,,
КЮСТЕНДИЛ,КЮСТЕНДИЛ,ГР.КЮСТЕНДИЛ,"Спортно училище ""Васил Левски""",1001390,29,2.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,04.08,,,,,,
КЮСТЕНДИЛ,КЮСТЕНДИЛ,ГР.КЮСТЕНДИЛ,"Професионална гимназия по туризъм ""Никола Йонков Вапцаров""",1001420,50,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,3.92,,,19,3.88,,
КЮСТЕНДИЛ,КЮСТЕНДИЛ,ГР.КЮСТЕНДИЛ,"Професионална гимназия по лека промишленост ""Владимир Димитров-Майстора""",1001670,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2.51,,,,,,
КЮСТЕНДИЛ,САПАРЕВА БАНЯ,ГР.САПАРЕВА БАНЯ,"Средно училище ""Христо Ботев""",1000009,25,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,4.35,,,,,,
ЛОВЕЧ,АПРИЛЦИ,ГР.АПРИЛЦИ,"Средно училище ""Васил Левски""",1100108,11,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4.16,,,,,,
ЛОВЕЧ,ЛЕТНИЦА,ГР.ЛЕТНИЦА,"Средно училище ""Бачо Киро""",1100201,14,02.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,4.22,,,,,,
ЛОВЕЧ,ЛОВЕЧ,ГР.ЛОВЕЧ,"Средно училище ""Тодор Кирков""",1100316,17,2.86,,,,,,,,,,,,,,,,,,,,,,,16,2.95,1,4.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ЛОВЕЧ,ЛОВЕЧ,ГР.ЛОВЕЧ,"Средно училище ""Свети Климент Охридски""",1100318,12,3.82,,,3,4.66,,,,,,,,,,,,,4,2.4,,,,,,,,,,,5,3.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ЛОВЕЧ,ЛОВЕЧ,ГР.ЛОВЕЧ,Профилирана природо-математическа гимназия,1100320,91,4.35,15,3.47,1,5.54,,,,,,,23,04.02,16,3.9,,,2,4.21,,,,,,,,,,,39,4.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ЛОВЕЧ,ЛОВЕЧ,ГР.ЛОВЕЧ,Професионална гимназия по механоелектротехника,1100322,37,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,3.87,,
ЛОВЕЧ,ЛОВЕЧ,ГР.ЛОВЕЧ,"Профилирана езикова гимназия ""Екзарх Йосиф I""",1100328,154,4.77,3,4.93,6,4.3,,,,,,,,,2,3.83,,,,,,,,,6,4.38,,,84,5.65,49,5.23,,,,,,,,,,,4,4.77,,,,,,,,,,,,,,,,,,,,,,,,,,
ЛОВЕЧ,ЛОВЕЧ,ГР.ЛОВЕЧ,"Национална професионална гимназия по ветеринарна медицина ""Проф. д-р Димитър Димов""",1100329,42,3.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,4.44,,,,,,
ЛОВЕЧ,ЛОВЕЧ,ГР.ЛОВЕЧ,Професионална гимназия по икономика търговия и услуги,1100331,18,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,4.57,,,1,4.5
ЛОВЕЧ,ЛУКОВИТ,ГР.ЛУКОВИТ,"Средно училище ""Алеко Константинов""",1100402,41,2.67,,,,,,,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,2.48,,,,,,
ЛОВЕЧ,ЛУКОВИТ,ГР.ЛУКОВИТ,"Професионална гимназия по селско стопанство ""Сергей Румянцев""",1100410,48,2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3.63,29,4.79,,
ЛОВЕЧ,ТЕТЕВЕН,ГР.ТЕТЕВЕН,"Средно училище ""Георги Бенковски""",1100509,45,3.46,,,,,,,16,2.95,,,,,,,,,15,3.32,,,,,1,2,,,,,12,4.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ЛОВЕЧ,ТЕТЕВЕН,ГР.ТЕТЕВЕН,"Национална професионална гимназия по горско стопанство и дървообработване ""Сава Младенов""",1100511,60,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,4.18,11,3.46,,,,
ЛОВЕЧ,ТЕТЕВЕН,ГР.ТЕТЕВЕН,Професионална гимназия по строителство електротехника и услуги,1100514,2,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3.92,4,3.79,,
ЛОВЕЧ,ТРОЯН,ГР.ТРОЯН,"Средно училище ""Васил Левски""",1100612,75,4.25,2,4.25,5,3.89,,,11,4.35,,,,,1,5.54,,,,,,,,,3,5.29,,,,,30,4.73,,,,,,,,,,,,,,,1,5.29,,,,,,,,,,,,,,,,,,,22,5.19,,
ЛОВЕЧ,ТРОЯН,ГР.ТРОЯН,"Средно училище ""Свети Климент Охридски""",1100613,43,3.71,,,,,,,,,,,4,3.96,,,,,,,,,,,,,,,,,19,4.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,4.54,,,,,,
ЛОВЕЧ,ТРОЯН,ГР.ТРОЯН,"Професионална гимназия по механоелектротехника ""Академик Ангел Балевски""",1100616,26,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,4.61,,
ЛОВЕЧ,ТРОЯН,ГР.ТРОЯН,"Национално училище за приложни изкуства ""Проф. Венко Колев """,2902502,20,3.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,4.27,,,,
ЛОВЕЧ,УГЪРЧИН,ГР.УГЪРЧИН,"Средно училище ""Св. Св. Кирил и Методий""",1100705,18,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,,,,,,
ЛОВЕЧ,ЯБЛАНИЦА,ГР.ЯБЛАНИЦА,"Средно училище ""Васил Левски""",1100805,17,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,4.25,,,,,,
МОНТАНА,БЕРКОВИЦА,ГР.БЕРКОВИЦА,"Профилирана гимназия ""Д-р Иван Панов""",1202000,21,4.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,3.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
МОНТАНА,БЕРКОВИЦА,ГР.БЕРКОВИЦА,Лесотехническа професионална гимназия,1202011,31,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,3,3.93,23,4.8,,
МОНТАНА,БОЙЧИНОВЦИ,С.ВЛАДИМИРОВО,"Професионална гимназия по транспорт ""Вл.П.Минчев""",1202052,20,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,3.59,,,,,,
МОНТАНА,БРУСАРЦИ,ГР.БРУСАРЦИ,"Средно училище ""Христо Ботев""",1204000,10,2.51,,,,,,,8,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
МОНТАНА,ВЪЛЧЕДРЪМ,ГР.ВЪЛЧЕДРЪМ,"Професионална Гимназия ""Димитър Маринов""",1207000,9,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4.64,,,,,,
МОНТАНА,ВЪЛЧЕДРЪМ,С.ДОЛНИ ЦИБЪР,"Средно училище ""Христо Ботев""",1207003,12,2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,5.1,,,,,,
МОНТАНА,ВЪРШЕЦ,ГР.ВЪРШЕЦ,"Средно училище ""Иван Вазов""",1208002,20,3.28,,,,,,,7,2.55,,,,,,,,,,,,,,,,,,,,,6,4.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3.61,,,,,,
МОНТАНА,ГЕОРГИ ДАМЯНОВО,С.ГЕОРГИ ДАМЯНОВО,"Професионална гимназия по селско стопанство ""Марко Марков""",1206005,8,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3.33,,,,,,
МОНТАНА,ЛОМ,ГР.ЛОМ,"Професионална гимназия по хранене и земеделие ""Дмитрий Иванович Менделеев""",1202036,20,2.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4.14,,,,,,
МОНТАНА,ЛОМ,ГР.ЛОМ,"Средно училище ""Отец Паисий""",1209003,3,2.55,,,,,,,,,,,,,2,2,,,,,,,,,,,,,1,4.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
МОНТАНА,ЛОМ,ГР.ЛОМ,"Средно училище ""Димитър Маринов""",1209005,24,3.48,,,,,,,,,,,11,3.64,,,,,,,,,,,1,4.27,,,,,13,4.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
МОНТАНА,ЛОМ,ГР.ЛОМ,"Профилирана гимназия ""Найден Геров""",1209006,42,04.05,6,3.49,,,,,16,4,,,,,3,2,2,4.1,21,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
МОНТАНА,ЛОМ,ГР.ЛОМ,Професионална гимназия по производствени технологии,1209012,26,3.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4.85,24,05.08,,
МОНТАНА,ЛОМ,С.КОВАЧИЦА,"Професионална гимназия по селско стопанство ""Дунавска земя""",1209013,6,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4.51,,,,,,
МОНТАНА,МЕДКОВЕЦ,С.МЕДКОВЕЦ,"Средно училище ""Отец Паисий""",1205000,4,3.43,,,,,,,,,,,,,4,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
МОНТАНА,МОНТАНА,ГР.МОНТАНА,"Природо-математическа профилирана гимназия ""Св. Климент Охридски""",1201001,79,4.19,4,3.44,9,4.48,,,13,3.89,,,,,11,4.34,1,5.77,24,4.48,,,,,,,,,,,19,4.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
МОНТАНА,МОНТАНА,ГР.МОНТАНА,"Профилирана гимназия с преподаване на чужди езици ""Петър Богдан""",1201002,101,4.41,3,3.84,5,4.36,,,,,,,,,5,2.92,,,7,3.54,,,,,,,,,28,5.48,50,4.64,,,1,5.58,,,,,,,6,4.74,,,,,,,,,,,,,,,,,,,,,,,,,,
МОНТАНА,МОНТАНА,ГР.МОНТАНА,"Второ средно училище ""Никола Йонков Вапцаров""",1201004,7,3.49,,,,,,,,,,,,,,,,,,,,,,,7,3.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
МОНТАНА,МОНТАНА,ГР.МОНТАНА,"Седмо средно училище ""Йордан Радичков""",1201011,20,2.72,,,,,,,13,2.7,,,,,1,2,,,,,,,,,,,5,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
МОНТАНА,МОНТАНА,ГР.МОНТАНА,"Финансово-стопанска професионална гимназия ""Васил Левски""",1201021,53,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,05.06,,
МОНТАНА,МОНТАНА,ГР.МОНТАНА,"Професионална гимназия по строителство, архитектура и компютърни науки ""Проф. Арх. Стефан Стефанов""",1201022,43,3.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4.77,,,34,5.26,,
МОНТАНА,МОНТАНА,ГР.МОНТАНА,Професионална гимназия по лека промишленост,1201023,9,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4.65,,,4,4.84,,
МОНТАНА,МОНТАНА,ГР.МОНТАНА,"Професионална гимназия по техника и електротехника ""Христо Ботев""",1201033,44,3.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,36,4.61,,
МОНТАНА,МОНТАНА,ГР.МОНТАНА,"Шесто средно училище ""Отец Паисий""",1201034,6,2.71,,,,,,,,,,,,,1,2,,,,,,,,,6,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
МОНТАНА,ЯКИМОВО,С.ЯКИМОВО,"Средно училище ""Д-р Петър Берон""",1201200,4,2,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ПАЗАРДЖИК,БАТАК,ГР.БАТАК,"Професионална гимназия по горско стопанство и дървообработване ""Стефан Божков""",1302783,8,3.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3.9,,,5,5.81,,
ПАЗАРДЖИК,БАТАК,С.НОВА МАХАЛА,"Средно училище ""Кирил и Методий""",1300015,12,3.18,,,,,,,,,,,,,4,3.15,,,,,,,,,4,4.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ПАЗАРДЖИК,БЕЛОВО,ГР.БЕЛОВО,"СРЕДНО УЧИЛИЩЕ ""АЛЕКСАНДЪР ИВАНОВ - ЧАПАЙ""",1308667,38,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,4.78,,,,,,
ПАЗАРДЖИК,БРАЦИГОВО,ГР.БРАЦИГОВО,"Средно училище ""Народни будители""",1301566,2,3.35,,,,,,,2,03.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ПАЗАРДЖИК,ВЕЛИНГРАД,ГР.ВЕЛИНГРАД,"Средно училище ""Св. св. Кирил и Методий""",1301674,60,4.31,,,,,,,4,3.58,,,6,3.6,7,2.57,,,2,4.77,,,,,4,3.68,,,12,5.63,25,4.35,,,,,,,,,,,1,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,
ПАЗАРДЖИК,ВЕЛИНГРАД,ГР.ВЕЛИНГРАД,"Средно училище ""Васил Левски""",1302573,48,04.08,,,3,2.87,,,1,2,,,,,,,3,05.02,3,3.33,,,,,,,,,,,39,4.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ПАЗАРДЖИК,ВЕЛИНГРАД,ГР.ВЕЛИНГРАД,"ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ДЪРВООБРАБОТВАНЕ ""ИВАН ВАЗОВ""",1302979,44,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3.89,,,15,3.87,,
ПАЗАРДЖИК,ВЕЛИНГРАД,ГР.ВЕЛИНГРАД,"Професионална гимназия по икономика и туризъм ""Алеко Константинов""",1304231,80,3.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,4.15,,,53,4.56,,
ПАЗАРДЖИК,ВЕЛИНГРАД,ГР.ВЕЛИНГРАД,"Национална професионална гимназия по горско стопанство ""Христо Ботев""",1311390,39,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,4.16,20,3.99,1,6,1,03.02
ПАЗАРДЖИК,ВЕЛИНГРАД,С.ДРАГИНОВО,"Средно училище ""Методий Драгинов""",1301852,42,3.27,,,,,,,11,2.84,,,,,12,4.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3.93,,,,,,
ПАЗАРДЖИК,ВЕЛИНГРАД,С.СВЕТА ПЕТКА,"Средно училище ""Христо Смирненски""",1302349,35,3.59,,,,,,,28,3.9,,,,,5,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ПАЗАРДЖИК,ПАЗАРДЖИК,ГР.ПАЗАРДЖИК,Спортно училище град Пазарджик,1300013,58,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,05.07,,,,
ПАЗАРДЖИК,ПАЗАРДЖИК,ГР.ПАЗАРДЖИК,Професионална гимназия по икономика и мениджмънт,1301139,169,3.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3.63,,,146,5.51,,
ПАЗАРДЖИК,ПАЗАРДЖИК,ГР.ПАЗАРДЖИК,"ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО СЕЛСКО СТОПАНСТВО ""ЦАРИЦА ЙОАННА""",1301911,28,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,4.23,,,,
ПАЗАРДЖИК,ПАЗАРДЖИК,ГР.ПАЗАРДЖИК,"Профилирана гимназия ""Иван Сергеевич Аксаков""",1302580,10,3.5,,,6,3.56,,,,,,,,,4,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ПАЗАРДЖИК,ПАЗАРДЖИК,ГР.ПАЗАРДЖИК,Професионална гимназия по механоелектротехника,1302769,102,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,4.75,,
ПАЗАРДЖИК,ПАЗАРДЖИК,ГР.ПАЗАРДЖИК,Професионална гимназия по химични и хранителни технологии,1302961,50,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2.87,49,3.97,,,,
ПАЗАРДЖИК,ПАЗАРДЖИК,ГР.ПАЗАРДЖИК,ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ПРОМИШЛЕНИ ТЕХНОЛОГИИ,1303006,11,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3.27,,,,,,
ПАЗАРДЖИК,ПАЗАРДЖИК,ГР.ПАЗАРДЖИК,Професионална гимназия по фризьорство и ресторантьорство-гр.Пазарджик,1303344,8,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5.52,,,,
ПАЗАРДЖИК,ПАЗАРДЖИК,ГР.ПАЗАРДЖИК,"Езикова гимназия ""Бертолт Брехт""",1304290,199,4.66,4,3.82,15,4.67,,,,,,,,,10,3.13,,,3,2,,,,,,,,,102,5.69,59,5.13,,,,,,,,,,,7,5.35,,,,,,,,,,,,,,,,,,,,,,,,,,
ПАЗАРДЖИК,ПАЗАРДЖИК,ГР.ПАЗАРДЖИК,Професионална гимназия по строителство и архитектура,1304332,27,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,4.53,,,,,,
ПАЗАРДЖИК,ПАЗАРДЖИК,ГР.ПАЗАРДЖИК,"Средно училище ""Георги Бенковски""",1304948,28,3.59,,,,,,,,,,,,,,,,,3,3.92,,,,,22,3.82,,,,,2,4.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ПАЗАРДЖИК,ПАЗАРДЖИК,ГР.ПАЗАРДЖИК,"Средно училище ""Георги Брегов""",1305338,23,3.4,,,,,,,,,,,,,4,3.55,,,,,9,4.78,11,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ПАЗАРДЖИК,ПАЗАРДЖИК,ГР.ПАЗАРДЖИК,"Средно училище ""Д-р Петър Берон""",1305831,23,3.18,,,,,,,,,,,,,6,2.41,,,,,,,,,5,3.4,12,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ПАЗАРДЖИК,ПАЗАРДЖИК,ГР.ПАЗАРДЖИК,ПРОФИЛИРАНА МАТЕМАТИЧЕСКА ГИМНАЗИЯ Константин Величков,1309018,118,4.26,,,,,,,,,,,,,9,3.82,8,4.7,3,3.12,,,,,,,,,,,56,4.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,3.79,22,3.89,,
ПАЗАРДЖИК,ПАНАГЮРИЩЕ,ГР.ПАНАГЮРИЩЕ,"Средно училище ""Нешо Бончев""",1302623,47,4.48,2,4,,,,,,,,,,,11,3.87,1,03.05,,,,,,,,,,,,,35,3.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
