"Област","Община","Населено място","Училище","Код по Админ","Бр. БЕЛ(ООП) З","Ср.усп.  БЕЛ(ООП) З","Бр. Мат(ПП) З","Ср.усп. Мат(ПП) З","Бр. Ист(ПП) З","Ср.усп. Ист(ПП) З","Бр. ФА(ПП) З","Ср.усп. ФА(ПП) З","Бр. ГИ(ПП) З","Ср.усп. ГИ(ПП) З","Бр. ХООС(ПП) З","Ср.усп. ХООС(ПП) З","Бр. Фил(ПП) З","Ср.усп. Фил(ПП) З","Бр. БЗО(ПП) З","Ср.усп. БЗО(ПП) З","Бр. Инф(ПП) З","Ср.усп. Инф(ПП) З","Бр. ИТ(ПП) З","Ср.усп. ИТ(ПП)З","Бр. МУЗ(ПП) З","Ср.усп. МУЗ(ПП) З","Бр. ИИ(ПП) З","Ср.усп. ИИ(ПП) З","Бр. Пр(ПП) З","Ср.усп. Пр(ПП) З","Бр. АЕ(ПП) B1-З","Ср.усп. АЕ(ПП) B1-З","Бр. АЕ(ПП) B1.1-З","Ср.усп. АЕ(ПП) B1.1-З","Бр. АЕ(ПП) B2-З","Ср.усп.  АЕ(ПП) B2-З","Бр. РЕ(ПП) B1-З","Ср.усп. РЕ(ПП) B1-З","Бр. РЕ(ПП) B1.1-З","Ср.усп. РЕ(ПП) B1.1-З","Бр. РЕ(ПП) B2-З","Ср.усп.  РЕ(ПП) B2-З","Бр. НЕ(ПП) B1-З","Ср.усп. НЕ(ПП) B1-З","Бр. НЕ(ПП) B1.1-З","Ср.усп. НЕ(ПП) B1.1-З","Бр. НЕ(ПП) B2-З","Ср.усп. НЕ(ПП) B2-З","Бр. ИЕ(ПП) B1-З","Ср.усп.  ИЕ(ПП) B1-З","Бр. ИЕ(ПП) B1.1-З","Ср.усп. ИЕ(ПП) B1.1-З","Бр. ИЕ(ПП) B2-З","Ср.усп. ИЕ(ПП) B2-З","Бр. ФЕ(ПП) B1-З","Ср.усп. ФЕ(ПП) B1-З","Бр. ФЕ(ПП) B1.1-З","Ср.усп. ФЕ(ПП) B1.1-З","Бр. ФЕ(ПП)  B2-З","Ср.усп. ФЕ(ПП)  B2-З","Бр. ИТЕ(ПП) B1-З","Ср.усп. ИТЕ(ПП) B1-З","Бр. ИТЕ(ПП) B1.1-З","Ср.усп.  ИТЕ(ПП) B1.1-З","Бр. ИТЕ(ПП) B2-З","Ср.усп. ИТЕ(ПП) B2-З","Бр. ДИППК З","Ср.усп. ДИППК З","Бр. ДИППК-Пр З","Ср.усп. ДИППК-Пр З"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","Национална природо-математическа гимназия ""Академик Любомир Чакалов""","2211304","244","5,24","77","4,81","11","5,33","6","4,58","3","4,61","8","4,76","","","31","4,6","19","4,71","21","4,31","","","","","","","","","","","68","5,22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","Професионална гимназия по облекло ""Княгиня Мария Луиза""","2211417","53","3,74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52","5,26"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","СОФИЙСКА ГИМНАЗИЯ ПО СТРОИТЕЛСТВО, АРХИТЕКТУРА И ГЕОДЕЗИЯ ""ХРИСТО БОТЕВ""","2211419","182","4,63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94","4,27","88","4,59"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","НАЦИОНАЛНА ФИНАНСОВО-СТОПАНСКА ГИМНАЗИЯ","2211420","175","4,77","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","175","5,28","",""
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","ЧАСТНА ПРОФЕСИОНАЛНА ГИМНАЗИЯ ""БАНКЕР""","2211517","6","4,86","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","5,84","",""
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","Духовно Училище Софийска духовна семинария ""Св. Иван Рилски""","2211557","11","3,23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","3,32","",""
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","27. Средно училище ""Акад. Георги Караславов""","2212027","12","3,04","","","2","3,11","","","","","","","","","6","2,58","","","","","","","","","","","","","","","5","3,65","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","37. Средно училище ""Райна Княгиня""","2212037","12","2,42","","","","","","","7","2,27","","","","","","","","","","","","","","","1","2","1","5,17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","40 Средно училище ""Луи Пастьор""","2212040","14","4,13","","","","","","","","","","","","","","","","","1","2","","","","","","","","","","","11","4,14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","56. Средно училище ""Професор Константин Иречек""","2212056","41","4,33","","","","","","","","","","","","","","","","","6","2,36","","","","","13","3,82","","","","","21","4,79","","","","","","","","","","","","","","","1","6","","","","","","","","","","","","","","","","","",""
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","79 средно училище ""Индира Ганди""","2212079","22","3,41","","","","","","","","","","","","","10","2,69","","","2","2","","","","","","","","","","","9","3,84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","90 Средно училище ""Генерал Хосе де Сан Мартин""","2212090","16","3,75","","","","","","","","","","","","","2","3,49","","","3","2,46","","","","","7","3,43","","","","","","","","","","","","","","","","","","","","","","","3","2,92","","","","","","","","","","","","","","","",""
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","96 Средно училище ""Лев Николаевич Толстой""","2212096","34","3,91","","","9","2,67","","","","","","","","","","","","","","","","","","","","","3","4,86","","","20","4,06","","","3","3,96","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","97 Средно училище ""Братя Миладинови""","2212097","36","3,63","","","","","","","","","","","12","3,23","","","","","","","","","","","","","","","","","24","4,12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","137 средно училище ""Ангел Кънчев""","2212137","59","3,92","1","3,5","","","","","","","","","","","","","1","3,35","20","2,7","","","","","17","3,65","","","","","19","3,56","","","","","","","1","2","","","","","","","","","","","","","","","","","","","","","","","","","",""
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","33. Езикова гимназия ""Света София""","2212303","69","4,51","","","11","4,64","","","4","3,83","","","","","8","3,65","","","","","","","","","","","","","","","46","4,31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","ЧАСТНА НЕМСКА ГИМНАЗИЯ ""ЕРИХ КЕСТНЕР""","2212540","14","4,73","","","","","","","","","","","","","1","4,8","","","","","","","","","","","","","11","5,67","","","","","","","","","","","","","2","4,63","","","","","","","","","","","","","","","","","","","","","",""
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","10 Средно училище "" Теодор Траянов ""","2213010","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","39 Средно училище ""Петър Динеков""","2213039","18","3,3","","","","","","","","","","","","","8","2,71","","","","","","","","","","","","","","","9","3,28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","81. Средно училище ""Виктор Юго""","2213081","22","4,22","","","","","","","","","","","","","5","3,37","","","","","","","","","","","","","","","17","4,26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","118 Средно училище ""Академик Людмил Стоянов""","2213118","20","3,69","","","","","","","","","","","","","","","","","9","2","","","","","","","","","","","11","4,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","125 СУ ""Боян Пенев"" с изучаване на чужди езици","2213125","38","4,78","12","5,4","6","4,22","","","","","","","","","5","4,74","","","","","","","","","","","","","","","15","5,05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","128 СРЕДНО УЧИЛИЩЕ ""АЛБЕРТ АЙНЩАЙН""","2213128","42","3,93","","","","","","","","","","","8","4,07","","","","","2","5,36","","","","","","","","","","","16","4,32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","4,97"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","131. СУ ""Климент Аркадиевич Тимирязев""","2213131","11","2,87","","","","","","","9","2,81","","","","","","","","","","","","","","","","","2","5,17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","144 Средно училище ""Народни будители""","2213144","63","3,92","","","6","4,25","","","","","","","22","3,74","","","","","","","5","4,29","","","","","","","","","8","3,57","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22","4,47","",""
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","СПОРТНО УЧИЛИЩЕ ""ГЕН. ВЛАДИМИР СТОЙЧЕВ""","2213307","89","3,55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85","4,8","4","5,81"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","Технологично училище ""Електронни системи"" към Технически Университет - София","2213350","88","4,95","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86","4,89"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","Частна профилирана гимназия с чуждоезиково обучение Меридиан 22""","2213503","15","4,93","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","5,07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","АМЕРИКАНСКИ КОЛЕЖ В СОФИЯ","2213507","152","5,33","25","5,22","","","","","","","1","5,17","","","","","4","4,66","","","","","","","","","","","","","122","5,69","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","Частно средно училище с чуждоезиков профил ""Абрахам Линкълн""","2213600","6","4,07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","4,66","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","15 Средно училище "" Адам Мицкевич""","2214015","12","3,1","","","","","","","3","2,78","","","","","","","","","","","","","","","9","3,28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","54. СРЕДНО УЧИЛИЩЕ ""Свети ИВАН РИЛСКИ""","2214054","67","4,14","","","","","","","14","3,65","","","","","2","2,73","","","1","3,19","","","","","","","","","","","51","4,66","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","101. СРЕДНО УЧИЛИЩЕ ""БАЧО КИРО""","2214101","27","3,69","","","","","","","7","4,24","","","","","","","","","","","","","","","4","2,64","","","","","15","4,1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","153 Спортно училище ""Неофит Рилски""","2214153","65","3,01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56","4,45","8","5,66"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","1 Средно училище ""Пенчо П. Славейков""","2216001","91","4,3","","","7","4,08","","","","","","","21","4,39","2","3,14","","","","","","","","","","","","","16","5,52","39","4,74","","","1","3,5","","","","","","","","","","","","","5","3,92","","","","","","","","","","","","","","","",""
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","164. гимназия с преподаване на испански език ""Мигел де Сервантес""","2216164","178","5,4","28","4,45","3","5,39","","","22","4,94","","","","","1","4,2","","","","","","","","","","","","","38","5,91","","","","","","","","","","","","","","","","","","","66","5,35","","","6","4,95","","","","","14","5,92","","","","","",""
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","Първа английска езикова гимназия","2216301","214","5,19","14","4,63","3","5,03","","","","","","","3","4,64","","","","","2","3,13","","","","","","","","","","","187","5,44","","","1","5,92","","","","","3","4,98","","","","","","","","","","","1","4,62","","","","","","","","","","","",""
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","Софийска математическа гимназия ""Паисий Хилендарски""","2216306","176","5,38","119","5,62","3","5,47","","","3","5,06","6","4,64","6","5,41","1","5,54","9","5,03","","","","","","","","","","","13","5,98","12","5,57","","","","","","","","","2","5,59","2","5,5","","","","","","","","","","","","","","","","","","","","","",""
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","IV Сменно-вечерна гимназия "" Отец Паисий ""","2216309","47","3,67","","","2","2,82","","","11","3,32","","","32","4,06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","Професионална гимназия по механоелектротехника ""Н.Й.Вапцаров""","2216422","29","2,74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27","3,58","",""
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","СОФИЙСКА ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ТУРИЗЪМ","2216423","172","3,98","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","3,81","169","5,06"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","Частно средно училище ""УВЕКИНД""","2216532","22","4,75","","","","","","","","","","","","","","","","","","","","","","","","","","","9","5,69","14","5,28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","Първа частна английска гимназия ""Уилям Шекспир-Интелект Инвест""","2216533","20","4,38","","","1","3,6","","","","","","","","","","","","","","","","","","","","","","","","","18","4,97","","","","","","","","","1","5,6","","","","","","","","","","","","","","","","","","","","","","","",""
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","66 Средно училище ""Филип Станиславов""","2217066","9","2,59","","","","","","","3","2,77","","","","","","","","","1","2","","","","","1","2","","","3","4,79","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","88. Средно училище ""Димитър Попниколов""","2217088","36","3,61","","","","","","","9","3,5","","","15","3,61","","","","","","","","","","","","","","","","","12","4,53","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","149 Средно училище ,,Иван Хаджийски""","2217149","13","3,38","","","","","","","2","4,42","","","","","","","","","5","2","","","","","","","","","","","6","3,04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","НАЦИОНАЛНО СРЕДНО УЧИЛИЩЕ ""СОФИЯ""","2217151","19","3,43","","","","","","","","","","","","","","","","","1","2","","","","","17","3,33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ЕЛЕКТРОТЕХНИКА И АВТОМАТИКА","2217424","83","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17","4,21","65","5,23"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО СЕЛСКО СТОПАНСТВО ""БУЗЕМА""","2217426","4","2,37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","2","",""
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","24 Средно училище ""П.К.Яворов""","2219024","7","2","","","","","","","3","2,46","","","","","","","","","","","","","","","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","44. Средно училище ""Неофит Бозвели""","2219044","31","4,16","","","","","","","11","4,02","","","","","","","","","3","2,93","","","","","2","4,78","","","","","15","3,63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","95 СУ ""Проф. Иван Шишманов""","2219095","38","3,96","","","6","3,49","","","","","","","","","","","","","","","","","","","","","","","","","19","3,86","","","","","11","3,65","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","130. средно училище ""Стефан Караджа""","2219130","13","2,44","","","","","","","13","2,68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","166 Спортно училище ""Васил Левски""","2219166","74","3,22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48","4,48","21","5,78"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","14. средно училище ""Проф. д-р Асен Златаров""","2220014","18","4,09","","","2","3,25","","","5","4,74","","","11","4,45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","29. Средно училище ""Кузман Шапкарев""","2220029","6","4,11","","","","","","","","","","","","","","","","","","","","","","","","","5","5,49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","Профилирана гимназия за изобразителни изкуства ""Професор Николай Райнов""","2220308","38","4,04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","3,47","38","4,94"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","23 Средно училище ""Фредерик Жолио-Кюри""","2221023","52","3,93","","","","","","","12","3,75","","","","","","","","","","","","","","","4","3,47","","","9","4,86","19","3,71","","","","","","","","","","","","","","","","","","","","","","","1","3","","","","","7","5,01","","","",""
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","31 Средно училище за чужди езици и математика ""Иван Вазов""","2221031","160","5,04","15","3,71","2","3,6","","","6","4,34","2","2,58","","","4","4,22","1","3,05","","","","","","","","","","","47","5,78","79","4,91","","","","","","","","","","","4","4,48","","","","","","","","","","","","","","","","","","","","","",""
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","93-то Средно училище ""Александър Теодоров - Балан""","2221093","39","3,64","","","13","3,89","","","13","3,65","","","9","3,83","","","","","4","2,97","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","94 СРЕДНО УЧИЛИЩЕ ""Димитър Страшимиров""","2221094","32","2,39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","3,86","",""
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","138. СРЕДНО УЧИЛИЩЕ ЗА ЗАПАДНИ И ИЗТОЧНИ ЕЗИЦИ ""ПРОФ. ВАСИЛ ЗЛАТАРСКИ""","2221138","97","4,48","","","4","4,69","","","4","4,1","","","4","4,3","5","3,17","","","","","","","","","","","","","35","5,52","43","4,27","","","","","","","","","","","","","","","1","5,54","","","","","","","","","","","","","","","","","",""
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","157 Гимназия с изучаване на чужд език ""Сесар Вайехо""","2221157","93","4,54","","","1","3,99","","","8","4,07","","","5","4,36","1","3,32","","","","","","","","","","","","","71","5,33","","","","","","","","","","","","","","","","","","","7","4,26","","","","","","","","","","","","","","","",""
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ТРАНСПОРТ ""МАКГАХАН""","2221430","35","3,27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36","4,08","",""
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","Първа Частна Математическа Гимназия","2221563","23","5,37","13","5,67","","","2","3,16","","","","","","","","","1","6","","","","","","","","","","","","","7","5,5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","Частна профилирана гимназия ""Образователни технологии""","2221590","34","4,47","4","3,78","","","","","","","","","","","2","4,16","","","","","","","","","","","","","","","28","5,09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","7. СРЕДНО УЧИЛИЩЕ ""СВ. СЕДМОЧИСЛЕНИЦИ""","2222007","146","4,44","","","","","","","","","","","","","5","3,96","","","","","","","","","","","","","","","118","4,84","","","","","","","","","1","5,46","","","","","1","5,86","","","","","","","","","","","","","","","","","",""
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","9 Френска езикова гимназия ""Алфонс дьо Ламартин""","2222009","207","5,2","30","3,67","12","5,16","","","2","4,58","","","","","3","5,48","","","1","3,92","","","","","","","","","65","5,76","","","","","","","","","","","","","","","","","","","","","","","","","95","4,41","","","","","","","","","",""
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","12 Средно училище "" Цар Иван Асен II""","2222012","70","4,37","","","7","4,66","","","9","4,01","","","","","","","","","","","","","","","","","","","23","5,41","20","4,55","","","2","5,43","","","","","1","4,48","6","4,26","","","","","","","","","","","3","4,26","","","","","","","","","",""
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","127 СРЕДНО УЧИЛИЩЕ ""Иван Николаевич Денкоглу""","2222127","118","4,6","","","5","4,25","","","7","3,79","","","","","2","3,51","","","","","","","","","","","","","","","103","4,93","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","133 Средно училище „Александър Сергеевич Пушкин”","2222133","100","5,18","","","8","5,01","","","1","4,16","","","","","2","3,74","","","","","","","","","","","","","37","5,7","25","4,98","","","8","4,7","13","5,05","","","","","","","","","","","","","","","","","7","4,21","","","","","","","","","",""
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","55 СРЕДНО УЧИЛИЩЕ ""ПЕТКО КАРАВЕЛОВ""","2223055","19","3,58","","","","","","","","","","","","","","","","","2","2,64","","","","","","","","","","","17","3,35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ТЕЛЕКОМУНИКАЦИИ","2223431","156","4,13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","159","4,62","",""
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","ЧАСТНА ЕЗИКОВА ГИМНАЗИЯ ""ПРОФ.Д-Р В.ЗЛАТАРСКИ""","2223547","44","4,62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44","5,08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","22 Средно езиково училище ""Георги Стойков Раковски""","2224022","175","5,05","11","3,95","","","1","3,08","","","","","","","","","","","","","","","","","","","","","71","5,65","77","5","","","","","","","","","2","5,44","","","","","","","13","4,95","","","","","","","","","","","","","","","",""
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","47 Средно училище ""Христо Груев Данов""","2224047","16","3,04","","","","","","","3","3,52","","","","","6","2,52","","","5","2,24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","73.СУ с преподаване на чужди езици ""Владислав Граматик""","2224073","121","5,43","25","4,7","4","5,4","1","4,96","","","","","8","5,33","1","4,99","","","1","4,13","","","","","","","","","19","5,84","","","","","7","5,58","","","","","","","53","5,08","","","","","","","","","2","4,95","","","","","","","","","","","",""
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","121 СРЕДНО УЧИЛИЩЕ ""ГЕОРГИ ИЗМИРЛИЕВ""","2224121","1","3,51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","Професионална гимназия по дизайн ""Елисавета Вазова""","2224432","91","4,13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92","5,07"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","НАЦИОНАЛНА ТЪРГОВСКО - БАНКОВА ГИМНАЗИЯ","2224433","286","4,76","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","287","5,69"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","ЧСУ по изкуства и чужди езици ""Артис""","2224544","6","4,62","","","","","","","","","","","","","","","","","","","","","2","3,51","","","","","","","4","5,49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
