"﻿Област","Община","Населено място","Код по Админ","Училище","Явили се БЕЛ","Ср. успех в точки БЕЛ","Явили се МАТ","Ср. успех в точки МАТ"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","2 217 149","149  Средно училище ,,Иван Хаджийски""","40","74,08","40","60,53"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","2 219 024","24 Средно училище  ""П.К.Яворов""","5","50","5","41,2"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","2 219 044","44. Средно училище ""Неофит Бозвели""","68","84,43","67","70,63"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","2 219 095","95 СУ ""Проф. Иван Шишманов""","71","81,82","70","63,27"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","2 219 130","130. средно училище ""Стефан Караджа""","11","68,09","12","49"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","2 220 014","14. средно училище ""Проф. д-р Асен Златаров""","37","83","37","68,95"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","2 220 029","29. Средно училище  ""Кузман Шапкарев""","12","43,08","11","43,73"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","2 221 023","23 Средно училище ""Фредерик Жолио-Кюри""","88","83,65","88","70,24"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","2 221 031","31 Средно училище за чужди езици  и математика ""Иван Вазов""","105","91,28","104","77,6"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","2 221 093","93-то Средно училище ""Александър Теодоров - Балан""","45","86,87","44","70,48"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","2 221 094","94 СРЕДНО УЧИЛИЩЕ ""Димитър Страшимиров""","55","29,02","59","27,54"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","2 221 138","138. СРЕДНО УЧИЛИЩЕ ЗА ЗАПАДНИ И ИЗТОЧНИ ЕЗИЦИ ""ПРОФ. ВАСИЛ ЗЛАТАРСКИ""","124","91,81","125","79,2"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","2 222 007","7. СРЕДНО УЧИЛИЩЕ  ""СВ. СЕДМОЧИСЛЕНИЦИ""","89","90,69","90","80,86"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","2 222 012","12 Средно  училище "" Цар Иван Асен II""","77","81,31","77","72,12"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","2 222 127","127 СРЕДНО УЧИЛИЩЕ ""Иван Николаевич Денкоглу""","27","88,81","26","77,08"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","2 222 133","133 Средно училище  „Александър Сергеевич Пушкин”","101","90,37","101","79,77"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","2 223 008","8. Средно училище ""Васил Левски""","112","86,07","112","75,67"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","2 223 055","55 СРЕДНО УЧИЛИЩЕ  ""ПЕТКО КАРАВЕЛОВ""","169","89,35","170","79,79"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","2 224 022","22 Средно езиково училище  ""Георги Стойков Раковски""","121","87,11","121","74,44"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","2 224 047","47 Средно училище ""Христо Груев Данов""","50","83,26","50","71,44"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","2 224 073","73.СУ с преподаване на чужди езици  ""Владислав Граматик""","145","89,3","145","77,3"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","2 224 121","121 СРЕДНО УЧИЛИЩЕ ""ГЕОРГИ ИЗМИРЛИЕВ""","51","85,51","50","71,58"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","2 200 024","Частно начално училище ""Наука за деца""","17","92,59","17","90,06"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","2 221 621","Частно начално училище ""Питагор""","38","94,89","38","90,63"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","2 200 021","ЧОУ ""Роналд Лаудер""","15","87,47","15","75"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","2 202 537","Частно основно училище ""Света София"" ЕООД","70","93,9","70","90,54"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","2 202 705","Частно Основно Училище ""Откривател""","7","69,43","7","66,14"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","2 204 595","ЧАСТНО ОСНОВНО УЧИЛИЩЕ  ""СВЕТЛИНА""","13","90","13","74,23"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","2 205 521","Частно основно училище "" Св. Климент Охридски ""","39","93,28","39","85,33"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","2 211 518","Частно основно училище ""Д-р Петър Берон""","84","90,99","84","82,04"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","2 212 554","ЧАСТНО ОСНОВНО УЧИЛИЩЕ ""ЕРИХ КЕСТНЕР""","16","86,5","16","73,31"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","2 213 502","Частно основно училище с изучаване  на английски език ""Меридиан 22""","24","91,13","24","83,38"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","2 213 721","Частно основно училище Азбуки","36","88,86","36","81,11"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","2 217 525","Частно основно училище ""Монтесори"" ЕООД","12","91,58","12","86,67"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","2 217 722","ЧАСТНО ОСНОВНО УЧИЛИЩЕ ""ТОМАС ЕДИСЪН""","13","96,31","13","89,92"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","2 218 703","Частно основно училище ""Изгрев""","10","85,1","10","76,2"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","2 221 501","ЧАСТНО ОСНОВНО УЧИЛИЩЕ ""ОБРАЗОВАТЕЛНИ ТЕХНОЛОГИИ""","64","90,53","64","79,56"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","2 221 614","Частно основно училище ""Джани РоДари"" ЕООД","5","85,2","5","81,4"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","2 224 672","Частно основно училище ""Куест""","3","87,33","3","80,67"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","2 224 677","Частно основно училище  ""Прогресивно образование""","24","87,21","24","72,25"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","2 211 598","ЧАСТНО СРЕДНО ЕЗИКОВО УЧИЛИЩЕ ""ГАЛИНА СЕРГЕЕВНА УЛАНОВА""","16","88,88","16","77,31"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","2 200 023","Частно средно училище ""Константин-Кирил Философ""","6","67,83","6","57"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","2 201 515","Частно средно  училище  ""Цар Симеон Велики""","15","87,33","15","71,4"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","2 202 534","Частно профилирано средно  училище ""Свети Наум""","6","81,33","6","83,33"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","2 202 535","ЧСУ ""Рьорих"" с ранно чуждоезиково обучение и  разширено изучаване на музика и изобразително изкуство","4","76,75","5","82,2"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","2 202 536","Частно средно езиково училище ""Британика""","40","86,9","40","75,25"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","2 202 574","Частно средно училище ""Свети Георги""","37","90,41","37","79,08"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","2 202 620","Частно средно училище  ""Професор Николай Райнов""","20","73,9","21","55,81"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","2 202 704","Частно средно училище Евлоги и Христо Георгиеви ЕООД","18","88,33","18","72,94"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","2 203 720","Частно средно училище ""Дружба"" - София","33","80,82","33","73,52"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","2 204 549","Частно средно училище  с немски език ""Веда""","23","94,91","23","95,57"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","2 208 526","Частно средно училище  ""Орфей""","0","0","0","0"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","2 209 529","Частно езиково средно училище ""Дорис Тенеди""","39","92,46","39","86,54"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","2 211 564","Частно средно училище Българско школо ООД","47","91,68","48","83,46"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","2 212 553","Частно средно училище ""Петко Рачов Славейков""","10","84,4","10","72,6"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","2 213 506","Частно средно училище  с ранно чуждоезиково обучение ""ЕСПА""","23","91,09","23","81,83"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","2 213 600","Частно средно училище с чуждоезиков профил ""Абрахам Линкълн""","11","75,82","11","60,73"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","2 216 532","Частно средно училище ""УВЕКИНД""","36","89,81","37","87,51"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","2 224 544","ЧСУ по изкуства и чужди езици ""Артис""","14","84,79","14","81,07"
"СОФИЯ-ГРАД","СТОЛИЧНА","С.БИСТРИЦА","2 218 192","192. СРЕДНО УЧИЛИЩЕ  ""ХРИСТО БОТЕВ""","28","73,11","28","61,39"
"СОФИЯ-ГРАД","СТОЛИЧНА","С.БУСМАНЦИ","2 207 065","65 основно училище ""Св. Св. Кирил и Методий""","0","0","0","0"
"СОФИЯ-ГРАД","СТОЛИЧНА","С.ВЛАДАЯ","2 202 086","86 Основно училище  ""Св. Климент Охридски""","15","78,47","15","68,53"
"СОФИЯ-ГРАД","СТОЛИЧНА","С.ВОЛУЯК","2 203 146","146 Основно училище ""Патриарх Евтимий""","20","76,35","20","59,4"
"СОФИЯ-ГРАД","СТОЛИЧНА","С.ГЕРМАН","2 218 084","84 ОСНОВНО УЧИЛИЩЕ ""ВАСИЛ ЛЕВСКИ""","38","83,26","38","66,82"
"СОФИЯ-ГРАД","СТОЛИЧНА","С.ГОРНИ БОГРОВ","2 210 115","115 Основно Училище ""Свети, свети Кирил и Методий""","21","77,86","21","61,33"
"СОФИЯ-ГРАД","СТОЛИЧНА","С.ДОБРОСЛАВЦИ","2 215 179","179 Основно училище ""Васил Левски""","10","67,9","10","56,1"
"СОФИЯ-ГРАД","СТОЛИЧНА","С.ДОЛНИ ПАСАРЕЛ","2 218 202","202 ОСНОВНО УЧИЛИЩЕ  ""ХРИСТО БОТЕВ""","5","61,4","5","37,8"
"СОФИЯ-ГРАД","СТОЛИЧНА","С.ЖЕЛЕЗНИЦА","2 218 191","191 ОСНОВНО УЧИЛИЩЕ ""ОТЕЦ ПАИСИЙ""","25","84,84","25","72,24"
"СОФИЯ-ГРАД","СТОЛИЧНА","С.КАЗИЧЕНЕ","2 218 071","71 Средно училище ""Пейо Яворов""","27","71,44","25","53,32"
"СОФИЯ-ГРАД","СТОЛИЧНА","С.ЛОЗЕН","2 218 200","200 Основно училище ""Отец Паисий""","22","66,91","21","56,14"
"СОФИЯ-ГРАД","СТОЛИЧНА","С.ЛОЗЕН","2 218 201","201 ОСНОВНО УЧИЛИЩЕ  ""СВ.СВ. КИРИЛ И МЕТОДИЙ""","25","87,64","25","73,76"
"СОФИЯ-ГРАД","СТОЛИЧНА","С.МРАМОР","2 203 175","175 основно училище ""Васил Левски""","29","80,72","29","62,69"
"СОФИЯ-ГРАД","СТОЛИЧНА","С.МЪРЧАЕВО","2 202 152","152 ОСНОВНО УЧИЛИЩЕ ""СВ.СВ. КИРИЛ И МЕТОДИЙ""","9","67,89","9","51,78"
"СОФИЯ-ГРАД","СТОЛИЧНА","С.НЕГОВАН","2 215 176","176 ОУ","22","80,14","22","61,91"
"СОФИЯ-ГРАД","СТОЛИЧНА","С.СВЕТОВРАЧЕНЕ","2 215 177","177 Основно училище "" Св.Св.Кирил и Методий""","10","47,6","8","41"
"СОФИЯ-ГРАД","СТОЛИЧНА","С.ЧЕПИНЦИ","2 215 160","160 Основно училище   "" Кирил и Методий""","8","82,38","8","67,88"
"СОФИЯ-ГРАД","СТОЛИЧНА","С.ЯНА","2 210 116","116 Основно училище ""Паисий Хилендарски""","6","54,33","6","48,17"
"СОФИЯ-ОБЛАСТ","АНТОН","С.АНТОН","2 307 255","Основно училище ""Свети Свети Кирил и Методий""","10","82,2","10","64,8"
"СОФИЯ-ОБЛАСТ","БОЖУРИЩЕ","ГР.БОЖУРИЩЕ","2 308 970","Средно училище ""Летец Христо Топракчиев""","70","77,77","69","63,75"
"СОФИЯ-ОБЛАСТ","БОЖУРИЩЕ","С.ХЕРАКОВО","2 308 988","Основно училище ""Свети Свети Кирил и Методий""","3","18,67","3","22"
"СОФИЯ-ОБЛАСТ","БОТЕВГРАД","ГР.БОТЕВГРАД","2 301 045","Основно училище ""Свети Свети Кирил и Методий""","43","73,12","43","59,49"
"СОФИЯ-ОБЛАСТ","БОТЕВГРАД","ГР.БОТЕВГРАД","2 308 753","Основно училище  ""Васил Левски""","23","46,17","23","47,91"
"СОФИЯ-ОБЛАСТ","БОТЕВГРАД","ГР.БОТЕВГРАД","2 308 760","Основно училище "" Никола Йонков Вапцаров""","136","86,5","136","66,25"
"СОФИЯ-ОБЛАСТ","БОТЕВГРАД","С.ВРАЧЕШ","2 309 015","Основно училище ""Отец Паисий""","26","65,81","27","49,07"
"СОФИЯ-ОБЛАСТ","БОТЕВГРАД","С.ЛИТАКОВО","2 308 415","Основно училище ""Васил Левски""","14","52,07","13","39,31"
"СОФИЯ-ОБЛАСТ","БОТЕВГРАД","С.НОВАЧЕНЕ","2 309 766","Основно училище  ""Васил Левски""","6","66,67","7","39,71"
"СОФИЯ-ОБЛАСТ","БОТЕВГРАД","С.СКРАВЕНА","2 309 022","Основно училище ""Свети Свети Кирил и Методий""","16","48,38","17","31,12"
"СОФИЯ-ОБЛАСТ","БОТЕВГРАД","С.ТРУДОВЕЦ","2 300 114","Основно училище ""Любен Каравелов""","17","81,71","16","69,19"
"СОФИЯ-ОБЛАСТ","ГОДЕЧ","ГР.ГОДЕЧ","2 300 163","Средно училище  ""Проф. д-р Асен Златаров""","24","65,46","24","49,33"
"СОФИЯ-ОБЛАСТ","ГОРНА МАЛИНА","С.АПРИЛОВО","2 309 200","Обединено училище  ""Свети Свети Кирил и Методий""","14","43,57","14","40,79"
"СОФИЯ-ОБЛАСТ","ГОРНА МАЛИНА","С.ГОРНА МАЛИНА","2 309 225","Средно училище  ""Христо Ботев""","27","75,63","27","60,56"
"СОФИЯ-ОБЛАСТ","ГОРНА МАЛИНА","С.ДОЛНО КАМАРЦИ","2 309 385","Основно училище  ""Отец Паисий""","3","48,33","3","43,67"
"СОФИЯ-ОБЛАСТ","ДОЛНА БАНЯ","ГР.ДОЛНА БАНЯ","2 306 213","Средно училище ""Неофит Рилски""","38","55,13","39","66,18"
"СОФИЯ-ОБЛАСТ","ДРАГОМАН","ГР.ДРАГОМАН","2 300 214","Средно училище ""Христо Ботев""","30","75,57","31","55,61"
"СОФИЯ-ОБЛАСТ","ЕЛИН ПЕЛИН","ГР.ЕЛИН ПЕЛИН","2 307 576","Начално училище  ""Христо Ботев""","69","85,68","68","76,07"
"СОФИЯ-ОБЛАСТ","ЕЛИН ПЕЛИН","ГР.ЕЛИН ПЕЛИН","2 300 170","Средно училище  ""Васил Левски""","40","81,98","40","71,8"
"СОФИЯ-ОБЛАСТ","ЕЛИН ПЕЛИН","С.ГАБРА","2 309 080","Основно училище ""Отец Паисий""","4","81","4","71,75"
"СОФИЯ-ОБЛАСТ","ЕЛИН ПЕЛИН","С.ЕЛИН ПЕЛИН (ГАРА ЕЛИН П","2 306 477","Начално училище ""Отец Паисий""","7","91,57","7","81,29"
"СОФИЯ-ОБЛАСТ","ЕЛИН ПЕЛИН","С.ЕЛИН ПЕЛИН (ГАРА ЕЛИН П","2 308 778","Основно училище  ""Стефан Стефанов""","9","82,89","9","82,89"
"СОФИЯ-ОБЛАСТ","ЕЛИН ПЕЛИН","С.ЛЕСНОВО","2 309 691","Основно училище ""Христо Ботев""","4","74,75","4","57"
"СОФИЯ-ОБЛАСТ","ЕЛИН ПЕЛИН","С.МУСАЧЕВО","2 309 403","Основно училище ""Иван Вазов""","1","89","1","88"
"СОФИЯ-ОБЛАСТ","ЕЛИН ПЕЛИН","С.НОВИ ХАН","2 309 410","Основно училище  ""Свети свети Кирил и Методий""","19","80,95","19","67,53"
"СОФИЯ-ОБЛАСТ","ЕТРОПОЛЕ","ГР.ЕТРОПОЛЕ","2 308 785","Основно училище ""Христо Ботев""","12","64,25","12","63,42"
"СОФИЯ-ОБЛАСТ","ЕТРОПОЛЕ","ГР.ЕТРОПОЛЕ","2 300 195","Средно училище ""Христо Ясенов""","68","75,56","67","63,64"
"СОФИЯ-ОБЛАСТ","ЕТРОПОЛЕ","С.ЛОПЯН","2 303 456","Основно училище ""Христо Ботев""","12","60,67","12","50,83"
"СОФИЯ-ОБЛАСТ","ЕТРОПОЛЕ","С.МАЛКИ ИСКЪР","2 309 454","Основно училище  ""Георги Бенковски""","7","46,43","7","44,29"
"СОФИЯ-ОБЛАСТ","ЗЛАТИЦА","ГР.ЗЛАТИЦА","2 308 792","Средно училище  ""Свети Паисий Хилендарски""","61","76,2","60","60,95"
"СОФИЯ-ОБЛАСТ","ИХТИМАН","ГР.ИХТИМАН","2 304 101","Основно Училище ""Димчо Дебелянов""","20","40,25","20","40,95"
"СОФИЯ-ОБЛАСТ","ИХТИМАН","ГР.ИХТИМАН","2 308 810","Основно училище ""Свети Свети Кирил и Методий""","72","43,28","71","49,07"
"СОФИЯ-ОБЛАСТ","ИХТИМАН","ГР.ИХТИМАН","2 300 188","Средно  училище  ""Христо Ботев""","70","70,13","70","56,09"
"СОФИЯ-ОБЛАСТ","ИХТИМАН","С.ВАКАРЕЛ","2 309 054","Обединено Училище ""Христо Смирненски""","10","63,7","11","43,64"
"СОФИЯ-ОБЛАСТ","КОПРИВЩИЦА","ГР.КОПРИВЩИЦА","2 306 331","Средно училище ""Любен Каравелов""","19","75,05","19","60,37"
"СОФИЯ-ОБЛАСТ","КОСТЕНЕЦ","ГР.КОСТЕНЕЦ","2 309 531","Основно училище ""Св.св. Кирил и Методий""","32","82,88","32","66,69"
"СОФИЯ-ОБЛАСТ","КОСТЕНЕЦ","ГР.КОСТЕНЕЦ","2 303 490","Средно училище  ""Св. Климент Охридски""","28","79,14","28","61,36"
"СОФИЯ-ОБЛАСТ","КОСТЕНЕЦ","С.КОСТЕНЕЦ","2 304 763","Основно училище ""Константин Костенечки""","25","56,72","25","53,6"
"СОФИЯ-ОБЛАСТ","КОСТЕНЕЦ","С.МОМИН ПРОХОД","2 309 532","Основно училище "" Христо Смирненски""","3","86,67","3","95,67"
"СОФИЯ-ОБЛАСТ","КОСТИНБРОД","ГР.КОСТИНБРОД","2 300 067","Второ основно училище ""Васил Левски""","8","60,75","8","53"
"СОФИЯ-ОБЛАСТ","КОСТИНБРОД","ГР.КОСТИНБРОД","2 308 290","Първо основно училище ""Васил Левски""","15","86,27","15","68,93"
"СОФИЯ-ОБЛАСТ","КОСТИНБРОД","ГР.КОСТИНБРОД","2 309 638","Средно училище ""Д-р  Петър Берон""","68","82,85","67","67,61"
"СОФИЯ-ОБЛАСТ","КОСТИНБРОД","С.ДРАГОВИЩИЦА","2 300 012","Начално училище ""Отец Паисий""","2","45,5","2","44,5"
"СОФИЯ-ОБЛАСТ","КОСТИНБРОД","С.ПЕТЪРЧ","2 302 142","Основно училище ""Отец Паисий""","14","81,36","14","76,07"
"СОФИЯ-ОБЛАСТ","МИРКОВО","С.МИРКОВО","2 307 277","Основно училище ""Георги Бенковски""","20","70,4","20","59,6"
"СОФИЯ-ОБЛАСТ","ПИРДОП","ГР.ПИРДОП","2 308 850","Начално училище ""Тодор Генчев Влайков""","58","74,14","58","57,93"
"СОФИЯ-ОБЛАСТ","ПРАВЕЦ","ГР.ПРАВЕЦ","2 309 862","Основно училище ""Васил Левски""","42","74,26","43","63,19"
"СОФИЯ-ОБЛАСТ","ПРАВЕЦ","С.ВИДРАРЕ","2 309 321","Основно училище ""Васил Левски""","5","46,6","5","40"
"СОФИЯ-ОБЛАСТ","ПРАВЕЦ","С.ДЖУРОВО","2 309 314","Основно училище ""Христо Ботев""","15","40,2","15","36,73"
"СОФИЯ-ОБЛАСТ","ПРАВЕЦ","С.ОСИКОВИЦА","2 309 339","Основно училище  Любен Каравелов","18","45,67","18","40,72"
"СОФИЯ-ОБЛАСТ","ПРАВЕЦ","С.РАЗЛИВ","2 309 875","Основно училище ""Христо Ботев""","5","67","5","60,6"
"СОФИЯ-ОБЛАСТ","САМОКОВ","ГР.САМОКОВ","2 308 899","Начално училище ""Станислав Доспевски""","93","73,98","93","60,65"
"СОФИЯ-ОБЛАСТ","САМОКОВ","ГР.САМОКОВ","2 303 825","Обединено училище ""Неофит Рилски""","71","26,27","66","29,21"
"СОФИЯ-ОБЛАСТ","САМОКОВ","ГР.САМОКОВ","2 301 881","Основно училище ""Св. Св. Кирил и Методий""","39","85,28","40","66,43"
"СОФИЯ-ОБЛАСТ","САМОКОВ","ГР.САМОКОВ","2 308 917","Основно училище ""Митрополит Авксентий Велешки""","46","81,83","46","59,74"
"СОФИЯ-ОБЛАСТ","САМОКОВ","ГР.САМОКОВ","2 308 924","Основно училище ""Христо Максимов""","23","83,3","21","71,19"
"СОФИЯ-ОБЛАСТ","САМОКОВ","ГР.САМОКОВ","2 303 106","Средно училище  ""Отец Паисий""","14","78,43","15","66,8"
"СОФИЯ-ОБЛАСТ","САМОКОВ","С.ГОВЕДАРЦИ","2 300 062","Основно училище  ""Димчо Дебелянов""","11","79,82","11","62,55"
"СОФИЯ-ОБЛАСТ","САМОКОВ","С.РАДУИЛ","2 309 353","Основно училище  ""Христо Смирненски""","5","47,2","4","36,75"
"СОФИЯ-ОБЛАСТ","САМОКОВ","С.ЯРЛОВО","2 309 606","Основно училище  "" Васил Левски""","4","52","4","34,5"
"СОФИЯ-ОБЛАСТ","СВОГЕ","ГР.СВОГЕ","2 304 051","Начално училище ""Д-р Петър Берон""","13","79,69","13","54,85"
"СОФИЯ-ОБЛАСТ","СВОГЕ","ГР.СВОГЕ","2 308 867","Средно училище ""Иван Вазов""","63","87,54","63","61,84"
"СОФИЯ-ОБЛАСТ","СВОГЕ","С.БОВ (ГАРА БОВ)","2 309 990","Основно училище ""Св.св.Кирил и Методий""","1","89","1","78"
"СОФИЯ-ОБЛАСТ","СВОГЕ","С.ВЛАДО ТРИЧКОВ","2 309 928","Основно училище ""Елин Пелин""","5","64,8","5","66,8"
"СОФИЯ-ОБЛАСТ","СВОГЕ","С.ИСКРЕЦ","2 308 828","Основно училище ""Свети Иван Рилски""","3","68,33","3","53"
"СОФИЯ-ОБЛАСТ","СВОГЕ","С.ЛАКАТНИК(ГАРА ЛАКАТНИК)","2 309 111","Основно училище  ""Христо Ботев""","8","70,38","8","57,5"
"СОФИЯ-ОБЛАСТ","СВОГЕ","С.РЕБРОВО","2 309 912","Основно училище  ""Д-р Петър Берон""","11","71,55","11","59,09"
"СОФИЯ-ОБЛАСТ","СВОГЕ","С.СВИДНЯ","2 300 028","Основно училище  ""Отец Паисий""","2","82","2","75"
"СОФИЯ-ОБЛАСТ","СВОГЕ","С.ЦЕРОВО","2 302 003","Основно училище ""Васил Левски""","8","80,88","8","69,75"
"СОФИЯ-ОБЛАСТ","СЛИВНИЦА","ГР.СЛИВНИЦА","2 306 517","Средно училище  Св.Св. Кирил и Методий""","61","72,13","60","60,17"
"СОФИЯ-ОБЛАСТ","СЛИВНИЦА","С.АЛДОМИРОВЦИ","2 306 518","Обединено Училище ""Иван Вазов""","8","86","8","67,88"
"СОФИЯ-ОБЛАСТ","ЧАВДАР","С.ЧАВДАР","2 309 499","Основно училище  ""Св. Св. Кирил и Методий""","10","67,5","11","52,73"
"СОФИЯ-ОБЛАСТ","ЧЕЛОПЕЧ","С.ЧЕЛОПЕЧ","2 307 223","Основно училище  ""Св. Св. Кирил и Методий""","24","79,67","24","61,63"
"СТАРА ЗАГОРА","БРАТЯ ДАСКАЛОВИ","С.БРАТЯ ДАСКАЛОВИ","2 403 098","СРЕДНО УЧИЛИЩЕ ""ХРИСТО БОТЕВ""","3","59,33","3","46,67"
"СТАРА ЗАГОРА","БРАТЯ ДАСКАЛОВИ","С.ГРАНИТ","2 403 099","Основно училище ""Пейо Крачолов Яворов""","7","44,14","7","39,29"
"СТАРА ЗАГОРА","БРАТЯ ДАСКАЛОВИ","С.МИРОВО","2 403 100","Основно училище ""Д-р Петър Берон""","3","55","4","56,5"
"СТАРА ЗАГОРА","БРАТЯ ДАСКАЛОВИ","С.ОРИЗОВО","2 403 102","Основно училище ""Христо Ботев""","18","34,06","18","28,39"
"СТАРА ЗАГОРА","БРАТЯ ДАСКАЛОВИ","С.ПАРТИЗАНИН","2 403 103","Основно училище ""Георги Сава Раковски""","4","70,75","4","61,5"
"СТАРА ЗАГОРА","БРАТЯ ДАСКАЛОВИ","С.ЧЕРНА ГОРА","2 403 105","Основно училище ""Свети свети Кирил и Методий""","20","42,2","19","30,95"
"СТАРА ЗАГОРА","ГУРКОВО","ГР.ГУРКОВО","2 406 129","СРЕДНО УЧИЛИЩЕ  ""ХРИСТО СМИРНЕНСКИ""","34","45,24","33","40,94"
"СТАРА ЗАГОРА","ГУРКОВО","С.ПАНИЧЕРЕВО","2 406 130","Основно училище ""Св.Св. Кирил и Методий""","21","21,33","20","29,7"
"СТАРА ЗАГОРА","ГЪЛЪБОВО","ГР.ГЪЛЪБОВО","2 404 109","Първо Основно Училище ""Свети Паисий Хилендарски""","19","39,11","17","30,06"
"СТАРА ЗАГОРА","ГЪЛЪБОВО","ГР.ГЪЛЪБОВО","2 404 110","Второ основно училище"" Христо Ботев""","29","61,59","30","45,03"
"СТАРА ЗАГОРА","ГЪЛЪБОВО","ГР.ГЪЛЪБОВО","2 404 107","Средно училище  Васил Левски""","37","67,14","37","51,22"
"СТАРА ЗАГОРА","ГЪЛЪБОВО","С.ОБРУЧИЩЕ","2 404 113","Основно училище ""Свети Свети Кирил и Методий""","6","72","6","46,83"
"СТАРА ЗАГОРА","КАЗАНЛЪК","ГР.КАЗАНЛЪК","2 400 271","Основно училище ""Кулата""","65","81,17","65","66,34"
"СТАРА ЗАГОРА","КАЗАНЛЪК","ГР.КАЗАНЛЪК","2 400 272","Основно училище ""Георги Кирков""","57","83,33","56","69,95"
"СТАРА ЗАГОРА","КАЗАНЛЪК","ГР.КАЗАНЛЪК","2 400 273","Основно училище  ""Свети Паисий Хилендарски""","67","80,34","67","65,57"
