"﻿Област","Община","Населено място","Код","Училище","Явили се МАТ","Явили се БЕЛ","Явили се ЧО","Явили се ЧП","Ср. успех в точки МАТ (мах 100 т)","Ср. успех в точки БЕЛ (мах 100 т)","Ср. успех в точки ЧО (мах 100 т)","Ср. успех в точки ЧП (мах 100 т)"
"Смолян","Рудозем","Рудозем","2100801","Средно училище „Свети свети Кирил и Методий”","61","60","62","62","84,34","81,58","88,06","86,37"
"Смолян","Рудозем","Чепинци","2100802","Средно училище ""Христо Ботев""","18","18","20","20","94,17","81,94","95,25","93,5"
"Смолян","Рудозем","Елховец","2100804","Основно училище ""Христо Ботев""","9","9","9","9","93,89","88,89","94,44","93,89"
"Смолян","Чепеларе","Чепеларе","2100901","Средно Училище ""Васил Дечев""","37","37","38","38","92,84","86,76","91,18","94,87"
"Смолян","Чепеларе","Павелско","2100907","Основно училище ""Цар Симеон І""","2","1","1","1","92,5","80","95","95"
"Смолян","Доспат","Доспат","2101001","Средно училище ""Димитър Благоев""","23","23","23","23","88,48","87,17","93,26","93,26"
"Смолян","Доспат","Змеица","2101003","Основно училище ""Васил Левски""","2","2","2","2","87,5","87,5","97,5","85"
"Смолян","Доспат","Късак","2101004","Основно училище ""Христо Ботев""","7","7","7","7","83,57","81,43","90,71","89,29"
"Смолян","Доспат","Барутин","2101005","Основно училище ""Никола Йонков Вапцаров""","9","9","9","9","88,33","83,33","88,89","87,78"
"Смолян","Доспат","Чавдар","2101006","Основно училище ""Васил Левски""","2","2","2","2","90","72,5","90","87,5"
"Смолян","Доспат","Любча","2101007","Основно училище ""Христо Ботев""","4","4","4","4","73,75","66,25","73,75","76,25"
"Смолян","Доспат","Црънча","2101008","Основно училище "" Никола Йонков Вапцаров""","3","3","3","3","73,33","91,67","76,67","76,67"
"Смолян","Доспат","Бръщен","2101009","Основно училище "" Яне Сандански ""","12","12","12","12","85","81,67","91,67","92,92"
"Смолян","Мадан","Върбина","2103341","Средно училище ""Свети свети Кирил и Методий""","20","20","20","20","76","64,5","88,75","87"
"София-град","Столична","Банкя","2201078","78. Средно училище ""Христо Смирненски""","72","73","72","72","71,94","68,42","76,67","80,28"
"София-град","Столична","София","2201515","Частно средно училище ""Цар Симеон Велики""","8","8","8","8","84,38","73,13","86,25","91,88"
"София-град","Столична","София","2202002","2 средно училище ""Академик Емилиян Станев ""","129","132","131","132","85,16","79,62","85,99","89,32"
"София-град","Столична","София","2202005","5 Основно училище ""Иван Вазов""","76","77","76","76","80,86","62,21","89,74","86,84"
"София-град","Столична","София","2202026","26 Средно училище ""Йордан Йовков""","45","45","45","45","86,33","84,44","86,67","94"
"София-град","Столична","София","2202050","50. Основно училище ""ВАСИЛ ЛЕВСКИ""","28","28","28","28","78,39","81,43","85","88,39"
"София-град","Столична","София","2202052","52 Основно училище ""Цанко Церковски""","71","70","71","71","74,37","81,07","85,49","84,01"
"София-град","Столична","София","2202064","64 основно училище "" Цар Симеон Велики ""","36","36","37","37","79,44","77,64","88,38","86,08"
"София-град","Столична","Владая","2202086","86 Основно училище ""Св. Климент Охридски""","20","21","19","21","61,25","56,19","65,26","70,24"
"София-град","Столична","Мърчаево","2202152","152 ОСНОВНО УЧИЛИЩЕ ""СВ.СВ. КИРИЛ И МЕТОДИЙ""","9","9","9","9","77,22","81,67","87,22","88,33"
"София-град","Столична","София","2202534","Частно профилирано средно училище ""Свети Наум""","1","1","1","1","95","95","100","100"
"София-град","Столична","София","2202535","ЧСУ ""Рьорих"" с ранно чуждоезиково обучение и разширено изучаване на музика и изобразително изкуство","6","7","7","6","80,83","90,71","88,57","92,5"
"София-град","Столична","София","2202536","Частно средно езиково училище ""Дрита""","21","20","22","22","85","88,25","89,77","94,55"
"София-град","Столична","София","2202537","Частно основно училище ""Света София"" ЕООД","80","80","80","80","94,31","91,81","93,25","92,81"
"София-град","Столична","София","2202574","Частно средно училище ""Свети Георги""","17","17","17","17","88,82","83,82","90","88,82"
"София-град","Столична","София","2202612","Специално училище за ученици с увреден слух ""Проф. д-р Дечо Денев""","13","13","13","13","46,15","43,08","51,92","58,85"
"София-град","Столична","София","2202620","Частно средно училище ""Професор Николай Райнов""","9","10","10","9","69,44","61,5","73","81,67"
"София-град","Столична","София","2202704","""Частно средно училище Евлоги и Христо Георгиеви"" ЕООД","1","1","1","1","90","90","90","95"
"София-град","Столична","София","2203061","61-во основно училище ""Свети Свети Кирил и Методий""","73","74","72","73","86,16","76,82","91,46","91,16"
